age,gender,status,country,platforms,main_platform,second_platform,daily_time_cat,day_moments,activities,mood_impact,emotions,self_esteem_impact,stop_scrolling_reason,anxiety_score,anxiety_more_usage,anxiety_after,sleep_difficulties,phone_before_sleep,failed_reduction,time_loss,notification_compulsion,productivity_impact,guilt_after_use,self_control_score,usage_is_healthy,improvement_wish,daily_time_numeric,use_morning,use_afternoon,use_evening,use_night,cycle_trigger_numeric,cycle_outcome_numeric,risk_sleep,risk_timeloss,risk_notification,risk_guilt,risk_failed_reduction,risk_productivity,total_risk_points,risk_score
61.0,Male,Prof universitaire ,Lebanon,['WhatsApp'],Youtube,Youtube,30 min – 1 heure,['Après-midi'],"['Envoi de messages privés', 'Travail / veille professionnelle']",3.0,['Stressé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, La batterie de mon téléphone est faible, On m’interrompt (appel, message, quelqu’un qui me parle)",2,Non,Augmente,"Oui, fréquemment",1–2 fois par semaine,Non,Parfois,Souvent,2.0,Parfois,6.0,oui,Rien ,0.75,0,1,0,0,0,1,1.0,0.5,1.0,0.5,0.0,0.0,3.0,50.0
61.0,Male,Prof universitaire ,Lebanon,['WhatsApp'],Youtube,Youtube,30 min – 1 heure,['Après-midi'],"['Envoi de messages privés', 'Travail / veille professionnelle']",3.0,['Stressé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, La batterie de mon téléphone est faible, On m’interrompt (appel, message, quelqu’un qui me parle)",2,Non,Augmente,"Oui, fréquemment",1–2 fois par semaine,Non,Parfois,Souvent,2.0,Parfois,6.0,oui,Rien ,0.75,0,1,0,0,0,1,1.0,0.5,1.0,0.5,0.0,0.0,3.0,50.0
22.0,Male,Étudiant(e),Lebanon,"['Instagram', 'LinkedIn', 'Tiktok', 'X(Twitter)']",Instagram,X(Twitter),1–2 heures,"['Après-midi', 'Soir']","['Publication de contenu', 'Regarder des stories / lives']",3.0,['Relaxé(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je n’ai plus rien d’intéressant dans le fil",5,Parfois,Ne change pas,Rarement,3–5 fois par semaine,Oui,Parfois,Parfois,5.0,Parfois,5.0,Non,Oui,1.5,0,1,1,0,1,0,0.25,0.5,0.5,0.5,1.0,1.0,3.75,62.5
21.0,Male,Étudiant(e),Lebanon,"['Instagram', 'Youtube', 'X(Twitter)']",Instagram,Youtube,3–4 heures,"['Après-midi', 'Soir', 'Nuit (après 23h)']",['Scrolling / consommation passive'],6.0,['Relaxé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Parfois,Diminue,Jamais,1–2 fois par semaine,Non,Souvent,Parfois,4.0,Parfois,3.0,Je ne sais pas,Ne pas l'utilise pendant les etudes,3.5,0,1,1,1,1,-1,0.0,1.0,0.5,0.5,0.0,0.0,2.0,33.33333333333333
57.0,Female,Sans emploi,Lebanon,"['Facebook', 'Instagram', 'Youtube']",Youtube,,2–3 heures,['Soir'],['Scrolling / consommation passive'],5.0,['Distrait(e)'],Non,Je n’ai plus rien d’intéressant dans le fil,5,Non,Ne change pas,Parfois,Tous les soirs,Non,Parfois,Parfois,3.0,Non,3.0,Je ne sais pas,Rien de précis,2.5,0,0,1,0,0,0,0.5,0.5,0.5,0.0,0.0,0.0,1.5,25.0
21.0,Female,Étudiant(e),Lebanon,"['Facebook', 'Instagram', 'Youtube', 'Tiktok']",Instagram,Youtube,2–3 heures,['Soir'],"['Scrolling / consommation passive', 'Regarder des stories / lives']",4.0,['Motivé(e)'],Non,"J’ai atteint une limite de temps (réglage écran / appli / contrôle parental), Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",1,Non,Ne change pas,Jamais,1–2 fois par semaine,Non,Parfois,Parfois,4.0,Non,4.0,Je ne sais pas,Réduisez le temps d'utilisation de votre téléphone pendant les vacances. ,2.5,0,0,1,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,16.666666666666664
19.0,Male,Étudiant(e),Lebanon,"['Instagram', 'Tiktok', 'Snapchat']",Instagram,Tiktok,1–2 heures,"['Après-midi', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Commentaires / réactions', 'Regarder des stories / lives', 'Shopping / découverte de produits']",5.0,['Relaxé(e)'],Non,"Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, J’ai atteint une limite de temps (réglage écran / appli / contrôle parental), La batterie de mon téléphone est faible, Je n’ai plus rien d’intéressant dans le fil",4,Parfois,Ne change pas,Parfois,3–5 fois par semaine,Oui,Parfois,Parfois,5.0,Parfois,4.0,Non,Le limiter,1.5,0,1,0,1,1,0,0.5,0.5,0.5,0.5,1.0,1.0,4.0,66.66666666666666
20.0,Female,Étudiant(e),Lebanon,"['Instagram', 'Youtube', 'Tiktok']",Instagram,Tiktok,2–3 heures,['Soir'],"['Scrolling / consommation passive', 'Envoi de messages privés', 'Regarder des stories / lives']",4.0,['Relaxé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, La batterie de mon téléphone est faible, Honnêtement, j’arrête rarement de moi-même",3,Parfois,Diminue,Rarement,Tous les soirs,Non,Parfois,Souvent,5.0,Parfois,4.0,Je ne sais pas,,2.5,0,0,1,0,1,-1,0.25,0.5,1.0,0.5,0.0,1.0,3.25,54.166666666666664
19.0,Female,Étudiant(e),Lebanon,"['Instagram', 'Tiktok']",Tiktok,Instagram,Plus de 4 heures,['Soir'],"['Scrolling / consommation passive', 'Shopping / découverte de produits']",4.0,['Relaxé(e)'],Je ne sais pas,"Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir",5,Oui,Ne change pas,Parfois,Tous les soirs,Oui,Toujours,Souvent,6.0,Parfois,2.0,Non,,5.0,0,0,1,0,2,0,0.5,1.0,1.0,0.5,1.0,1.0,5.0,83.33333333333334
19.0,Male,Étudiant(e),Lebanon,"['Instagram', 'Youtube']",Instagram,Youtube,3–4 heures,"['Matin', 'Après-midi', 'Soir']","['Scrolling / consommation passive', 'Publication de contenu', 'Envoi de messages privés', 'Commentaires / réactions', 'Regarder des stories / lives']",4.0,['Distrait(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Non,Ne change pas,Jamais,Tous les soirs,Oui,Jamais,Parfois,5.0,Parfois,4.0,Je ne sais pas,Essayer au maximum de conserver le temps d'étude,3.5,1,1,1,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,3.0,50.0
20.0,Female,Étudiant(e),Lebanon,['Instagram'],WhatsApp,Instagram,3–4 heures,['Soir'],['Scrolling / consommation passive'],4.0,['Stressé(e)'],Non,J’ai atteint une limite de temps (réglage écran / appli / contrôle parental),7,Non,Ne change pas,Jamais,1–2 fois par semaine,Non,Parfois,Parfois,1.0,Non,5.0,Je ne sais pas,,3.5,0,0,1,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,16.666666666666664
21.0,Male,Étudiant(e),Lebanon,"['Instagram', 'Youtube']",Instagram,Youtube,2–3 heures,['Soir'],"['Scrolling / consommation passive', 'Envoi de messages privés']",5.0,['Relaxé(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir",2,Non,Ne change pas,Jamais,Tous les soirs,Non,Jamais,Jamais,3.0,Non,6.0,oui,reduire un peu le temps de scrolling sur instagram,2.5,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Female,Étudiant(e),Lebanon,['Instagram'],Instagram,Aucun en particulier,1–2 heures,"['Après-midi', 'Soir']",['Scrolling / consommation passive'],4.0,['Distrait(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), J’ai atteint une limite de temps (réglage écran / appli / contrôle parental)",5,Parfois,Ne change pas,Jamais,Tous les soirs,Non,Parfois,Jamais,4.0,Non,6.0,Je ne sais pas,,1.5,0,1,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,8.333333333333332
19.0,Female,Étudiant(e),Lebanon,"['Instagram', 'Youtube']",Instagram,Youtube,Plus de 4 heures,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Regarder des stories / lives']",3.0,['Distrait(e)'],Non,"Je commence à avoir mal aux yeux / je suis fatigué(e), Il se fait tard / je dois dormir, Honnêtement, j’arrête rarement de moi-même",4,Oui,Ne change pas,Rarement,Tous les soirs,Oui,Toujours,Souvent,6.0,Parfois,3.0,Non,"J'aimerais bien apprendre a gerer bien plus mon temps sur les reseaux sociaux, d'abord pour la santé physique et celle de mes yeux, aussi pour la santé morale, également pour profiter du temps épuisé par les réseaux sociaux pour beaucoups de chose encore plus importantes",5.0,0,1,1,0,2,0,0.25,1.0,1.0,0.5,1.0,1.0,4.75,79.16666666666666
21.0,Female,Étudiant(e),Lebanon,"['Facebook', 'X(Twitter)', 'Snapchat']",Tiktok,Instagram,3–4 heures,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Regarder des stories / lives', 'Shopping / découverte de produits']",5.0,['Distrait(e)'],"Oui, plutôt positivement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je n’ai plus rien d’intéressant dans le fil",6,Oui,Diminue,Jamais,Tous les soirs,Non,Souvent,Toujours,4.0,Parfois,4.0,Je ne sais pas,,3.5,0,1,1,0,2,-1,0.0,1.0,1.0,0.5,0.0,0.0,2.5,41.66666666666667
18.0,Female,Étudiant(e),Lebanon,['Facebook'],Instagram,Tiktok,3–4 heures,"['Après-midi', 'Soir']",['Scrolling / consommation passive'],5.0,['Relaxé(e)'],Non,Il se fait tard / je dois dormir,5,Parfois,Ne change pas,Parfois,Tous les soirs,Oui,Parfois,Parfois,6.0,Parfois,5.0,Non,,3.5,0,1,1,0,1,0,0.5,0.5,0.5,0.5,1.0,1.0,4.0,66.66666666666666
21.0,Female,Étudiant(e),Unknown,"['Instagram', 'Youtube', 'Tiktok']",Instagram,Tiktok,2–3 heures,['Après-midi'],"['Scrolling / consommation passive', 'Envoi de messages privés']",2.0,['Triste'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je n’ai plus rien d’intéressant dans le fil, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Parfois,Augmente,Rarement,1–2 fois par semaine,Oui,Parfois,Jamais,5.0,Oui,4.0,Non,J'espère qu'un jour je pourrai arrêter de perdre mon temps à faire défiler les écrans vu que j'ai des choses importantes à faire.,2.5,0,1,0,0,1,1,0.25,0.5,0.0,1.0,1.0,1.0,3.75,62.5
21.0,Female,Étudiant(e),Lebanon,"['Facebook', 'Instagram', 'Youtube']",Instagram,Youtube,30 min – 1 heure,['Soir'],['Scrolling / consommation passive'],4.0,['Distrait(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",4,Parfois,Ne change pas,Parfois,3–5 fois par semaine,Oui,Souvent,Toujours,3.0,Non,4.0,Je ne sais pas,Le temps,0.75,0,0,1,0,1,0,0.5,1.0,1.0,0.0,1.0,0.0,3.5,58.333333333333336
18.0,Female,Étudiant(e),Lebanon,"['Instagram', 'Youtube']",Instagram,Youtube,Plus de 4 heures,"['Matin', 'Après-midi', 'Soir', 'Nuit (après 23h)']","['Publication de contenu', 'Envoi de messages privés', 'Regarder des stories / lives', 'Shopping / découverte de produits']",5.0,['Relaxé(e)'],Non,Il se fait tard / je dois dormir,4,Parfois,Ne change pas,"Oui, fréquemment",Tous les soirs,Non,Souvent,Parfois,7.0,Parfois,4.0,Non,.,5.0,1,1,1,1,1,0,1.0,1.0,0.5,0.5,0.0,1.0,4.0,66.66666666666666
21.0,Female,Étudiant(e),Lebanon,['Tiktok'],Tiktok,Instagram,2–3 heures,['Nuit (après 23h)'],['Scrolling / consommation passive'],4.0,['Anxieux(-se)'],"Oui, plutôt négativement",Il se fait tard / je dois dormir,3,Oui,Augmente,"Oui, fréquemment",Tous les soirs,Non,Parfois,Jamais,4.0,Parfois,4.0,Je ne sais pas,,2.5,0,0,0,1,2,1,1.0,0.5,0.0,0.5,0.0,0.0,2.0,33.33333333333333
19.0,Female,Étudiant(e),Lebanon,"['Facebook', 'Youtube']",Aucun en particulier,Youtube,2–3 heures,['Soir'],"['Envoi de messages privés', 'Commentaires / réactions', 'Regarder des stories / lives', 'Découvertes']",4.0,['Motivé(e)'],Je ne sais pas,Je n’ai plus rien d’intéressant dans le fil,1,Parfois,Ne change pas,Jamais,Jamais,Non,Parfois,Jamais,4.0,Non,7.0,oui,"Rien, je l'utilise avec équilibre entre ma vie personellr et celle des écrans",2.5,0,0,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,8.333333333333332
22.0,Female,Employé(e),Lebanon,"['Facebook', 'Instagram', 'Youtube', 'Tiktok']",Instagram,Tiktok,Plus de 4 heures,['Nuit (après 23h)'],"['Scrolling / consommation passive', 'Envoi de messages privés', 'Shopping / découverte de produits']",6.0,['Distrait(e)'],Je ne sais pas,"Je commence à avoir mal aux yeux / je suis fatigué(e), On m’interrompt (appel, message, quelqu’un qui me parle)",7,Parfois,Diminue,Parfois,Tous les soirs,Non,Souvent,Jamais,6.0,Parfois,7.0,Non,Rien,5.0,0,0,0,1,1,-1,0.5,1.0,0.0,0.5,0.0,1.0,3.0,50.0
21.0,Male,Étudiant(e),Lebanon,"['LinkedIn', 'Youtube']",Youtube,LinkedIn,2–3 heures,['Nuit (après 23h)'],"['Scrolling / consommation passive', 'Envoi de messages privés', 'Shopping / découverte de produits', 'Travail / veille professionnelle']",5.0,['Anxieux(-se)'],Non,Il se fait tard / je dois dormir,4,Parfois,Diminue,Rarement,Tous les soirs,Non,Souvent,Parfois,3.0,Oui,4.0,Non,,2.5,0,0,0,1,1,-1,0.25,1.0,0.5,1.0,0.0,0.0,2.75,45.83333333333333
21.0,Female,Étudiant(e),Lebanon,['Youtube'],Youtube,Aucun en particulier,30 min – 1 heure,['Soir'],['Regarder des vidéos educative surtout sur youtube'],3.0,['Stressé(e)'],"Oui, plutôt négativement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",5,Non,Augmente,Jamais,1–2 fois par semaine,Oui,Toujours,Souvent,7.0,Oui,1.0,oui,,0.75,0,0,1,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,5.0,83.33333333333334
22.0,Male,Étudiant(e),Lebanon,['Youtube'],Youtube,Aucun en particulier,30 min – 1 heure,['Soir'],"['Scrolling / consommation passive', 'Publication de contenu']",4.0,['Anxieux(-se)'],"Oui, plutôt négativement","Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), La batterie de mon téléphone est faible",6,Non,Ne change pas,"Oui, fréquemment",1–2 fois par semaine,Non,Souvent,Parfois,6.0,Oui,5.0,Je ne sais pas,être plus modéré,0.75,0,0,1,0,0,0,1.0,1.0,0.5,1.0,0.0,1.0,4.5,75.0
23.0,Female,Étudiant(e),Lebanon,"['Instagram', 'Youtube', 'Tiktok']",Instagram,Tiktok,3–4 heures,"['Matin', 'Après-midi', 'Soir']",['Scrolling / consommation passive'],4.0,['Relaxé(e)'],"Oui, plutôt positivement","Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, La batterie de mon téléphone est faible, Je n’ai plus rien d’intéressant dans le fil, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps, On m’interrompt (appel, message, quelqu’un qui me parle), Honnêtement, j’arrête rarement de moi-même",7,Parfois,Diminue,Rarement,Tous les soirs,Oui,Souvent,Jamais,4.0,Parfois,5.0,Non,Temps d'usage,3.5,1,1,1,0,1,-1,0.25,1.0,0.0,0.5,1.0,0.0,2.75,45.83333333333333
25.0,Male,Employé(e),Lebanon,"['Facebook', 'Instagram', 'LinkedIn', 'Youtube']",Youtube,Instagram,1–2 heures,"['Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Sport']",4.0,['Stressé(e)'],"Oui, plutôt négativement","Je commence à avoir mal aux yeux / je suis fatigué(e), Il se fait tard / je dois dormir, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Parfois,Augmente,Parfois,3–5 fois par semaine,Oui,Toujours,Jamais,5.0,Oui,4.0,Non,0-1 h,1.5,0,0,1,1,1,1,0.5,1.0,0.0,1.0,1.0,1.0,4.5,75.0
21.0,Female,Étudiant(e),Lebanon,['Youtube'],Youtube,J’utilise uniquement youtube,30 min – 1 heure,['Après-midi'],['Education'],4.0,['Distrait(e)'],Non,Je finis la video ,4,Non,Ne change pas,Jamais,Tous les soirs,Oui,Parfois,Parfois,4.0,Non,5.0,oui,"Rien, j’ai été capable de ne plus utiliser tous les réseaux sociaux a l’exception de youtube.
",0.75,0,1,0,0,0,0,0.0,0.5,0.5,0.0,1.0,0.0,2.0,33.33333333333333
22.0,Male,Étudiant(e),Lebanon,['Youtube'],Youtube,Youtube,2–3 heures,['Après-midi'],['Watch video essays'],4.0,['Distrait(e)'],Non,Je n’ai plus rien d’intéressant dans le fil,2,Parfois,Ne change pas,Parfois,Tous les soirs,Non,Parfois,Jamais,2.0,Non,1.0,Je ne sais pas,"Find more interesting videos to watch.

I am open to recommendations... ",2.5,0,1,0,0,1,0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,16.666666666666664
61.0,Male,Prof univ,Lebanon,"['LinkedIn', 'Youtube', 'WhatsApp']",WhatsApp ,Youtube,30 min – 1 heure,['Après-midi'],"['Scrolling / consommation passive', 'Envoi de messages privés', 'Travail / veille professionnelle']",2.0,['Distrait(e)'],Je ne sais pas,"Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je n’ai plus rien d’intéressant dans le fil",2,Parfois,Ne change pas,"Oui, fréquemment",1–2 fois par semaine,Non,Parfois,Parfois,2.0,Parfois,5.0,Je ne sais pas,Spprimer,0.75,0,1,0,0,1,0,1.0,0.5,0.5,0.5,0.0,0.0,2.5,41.66666666666667
61.0,Male,Prof univ,Lebanon,"['LinkedIn', 'Youtube', 'WhatsApp']",WhatsApp ,Youtube,30 min – 1 heure,['Après-midi'],"['Scrolling / consommation passive', 'Envoi de messages privés', 'Travail / veille professionnelle']",2.0,['Distrait(e)'],Je ne sais pas,"Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je n’ai plus rien d’intéressant dans le fil",2,Parfois,Ne change pas,"Oui, fréquemment",1–2 fois par semaine,Non,Parfois,Parfois,2.0,Parfois,5.0,Je ne sais pas,Spprimer,0.75,0,1,0,0,1,0,1.0,0.5,0.5,0.5,0.0,0.0,2.5,41.66666666666667
21.0,Female,Étudiant(e),Lebanon,"['Facebook', 'Instagram', 'Youtube', 'Tiktok', 'Snapchat']",Instagram,Youtube,2–3 heures,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Regarder des stories / lives', 'Shopping / découverte de produits']",7.0,['Motivé(e)'],"Oui, plutôt positivement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je n’ai plus rien d’intéressant dans le fil, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps, On m’interrompt (appel, message, quelqu’un qui me parle)",1,Oui,Ne change pas,"Oui, fréquemment",Tous les soirs,Oui,Toujours,Souvent,3.0,Oui,1.0,Non,Oui,2.5,0,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,83.33333333333334
19.0,Male,Étudiant(e),Lebanon,['Instagram'],Instagram,Youtube,30 min – 1 heure,['Soir'],"['Commentaires / réactions', 'Travail / veille professionnelle']",4.0,['Distrait(e)'],Non,"Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",6,Non,Diminue,Rarement,1–2 fois par semaine,Oui,Parfois,Jamais,4.0,Oui,6.0,oui,"En fait J’ai desactivé Mon compte principal d’insta quand l’université a commencer et pour le compte que j’utilise maintenant,c’est pour le contenu en math et physique theorique/astronomie (apprendre de nouveaux concepts et faits ) ou parfois des memes.J’ai des migraines et des maux de tete chroniques Donc même avec usage minimal g tjr mal à la tête.Du coup j’essaye de ne plus utiliser insta du tout et replacer les pages de math par des livres et des references plus utiles mais ils coutent beaucoup",0.75,0,0,1,0,0,-1,0.25,0.5,0.0,1.0,1.0,0.0,2.75,45.83333333333333
30.0,Male,Employé(e),France,"['Instagram', 'LinkedIn', 'Youtube']",Youtube,Instagram,2–3 heures,"['Soir', 'Nuit (après 23h)']",['Scrolling / consommation passive'],2.0,['Stressé(e)'],"Oui, plutôt négativement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je n’ai plus rien d’intéressant dans le fil, On m’interrompt (appel, message, quelqu’un qui me parle)",4,Non,Ne change pas,Jamais,Tous les soirs,Oui,Parfois,Souvent,3.0,Oui,3.0,Non,"Ne pas être bombardé par des videos courtes de type tiktok reels et youtube short qui sont conçu pour être addictive

J’aimerai que mon usage soit majoritairement intentionnel au lieu de passif",2.5,0,0,1,1,0,0,0.0,0.5,1.0,1.0,1.0,0.0,3.5,58.333333333333336
20.0,Male,Étudiant(e),Lebanon,"['Instagram', 'Youtube', 'Tiktok']",Instagram,Tiktok,2–3 heures,"['Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Publication de contenu', 'Envoi de messages privés']",3.0,['Distrait(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), La batterie de mon téléphone est faible, On m’interrompt (appel, message, quelqu’un qui me parle)",1,Non,Ne change pas,Parfois,Tous les soirs,Oui,Parfois,Parfois,3.0,Parfois,5.0,Je ne sais pas,,2.5,0,0,1,1,0,0,0.5,0.5,0.5,0.5,1.0,0.0,3.0,50.0
20.0,Male,Étudiant(e),Lebanon,"['Instagram', 'Tiktok']",Instagram,Tiktok,30 min – 1 heure,['Soir'],"['Scrolling / consommation passive', 'Envoi de messages privés']",4.0,['Relaxé(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir",3,Non,Ne change pas,Jamais,Tous les soirs,Non,Parfois,Jamais,3.0,Parfois,4.0,Je ne sais pas,Rien,0.75,0,0,1,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,16.666666666666664
22.0,Female,Employé(e),Lebanon,"['Instagram', 'LinkedIn', 'Youtube', 'Tiktok']",Instagram,Tiktok,,"['Après-midi', 'Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Publication de contenu', 'Envoi de messages privés', 'Commentaires / réactions', 'Regarder des stories / lives', 'Shopping / découverte de produits']",4.0,['Anxieux(-se)'],"Oui, plutôt négativement","Il se fait tard / je dois dormir, La batterie de mon téléphone est faible, Je n’ai plus rien d’intéressant dans le fil",4,Parfois,Augmente,Rarement,Tous les soirs,Oui,Souvent,Souvent,5.0,Parfois,4.0,Non,,,0,1,1,1,1,1,0.25,1.0,1.0,0.5,1.0,1.0,4.75,79.16666666666666
19.0,Female,Étudiant(e),Lebanon,"['Instagram', 'Youtube', 'Snapchat', 'Safari']",Instagram,Youtube,2–3 heures,['Soir'],"['Scrolling / consommation passive', 'Envoi de messages privés', 'Travail / veille professionnelle']",5.0,['Relaxé(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), J’ai atteint une limite de temps (réglage écran / appli / contrôle parental)",2,Parfois,Ne change pas,Jamais,Tous les soirs,Non,Parfois,Souvent,3.0,Parfois,5.0,oui,,2.5,0,0,1,0,1,0,0.0,0.5,1.0,0.5,0.0,0.0,2.0,33.33333333333333
20.0,Female,Étudiant(e),Lebanon,"['Facebook', 'Instagram', 'Youtube', 'Tiktok']",Tiktok,Instagram,3–4 heures,['Soir'],['Scrolling / consommation passive'],3.0,['Anxieux(-se)'],"Oui, plutôt négativement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Parfois,Tous les soirs,Oui,Souvent,Souvent,6.0,Oui,4.0,Je ne sais pas,,3.5,0,0,1,0,2,1,0.5,1.0,1.0,1.0,1.0,1.0,5.5,91.66666666666666
23.0,Female,Étudiant(e),Lebanon,['Youtube'],Youtube,Instagram,3–4 heures,"['Après-midi', 'Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Travail / veille professionnelle']",4.0,['Distrait(e)'],Non,"Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, J’ai atteint une limite de temps (réglage écran / appli / contrôle parental), La batterie de mon téléphone est faible, Je n’ai plus rien d’intéressant dans le fil, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps, On m’interrompt (appel, message, quelqu’un qui me parle), Honnêtement, j’arrête rarement de moi-même, ",6,Oui,Ne change pas,,3–5 fois par semaine,Oui,Souvent,Toujours,7.0,Oui,5.0,oui,,3.5,0,1,1,1,2,0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,83.33333333333334
23.0,Male,Employé(e),Lebanon,"['Facebook', 'Instagram', 'Youtube', 'Tiktok']",Tiktok,Youtube,2–3 heures,['Soir'],"['Scrolling / consommation passive', 'Envoi de messages privés']",4.0,['Anxieux(-se)'],Je ne sais pas,Il se fait tard / je dois dormir,1,Parfois,Ne change pas,Rarement,Tous les soirs,Non,Parfois,Souvent,1.0,Non,4.0,oui,Apprenez des choses biens et bénéficiez dans la vie,2.5,0,0,1,0,1,0,0.25,0.5,1.0,0.0,0.0,0.0,1.75,29.166666666666668
20.0,Female,Étudiant(e),Lebanon,"['Facebook', 'Instagram', 'LinkedIn', 'Tiktok']",Tiktok,Instagram,3–4 heures,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Travail / veille professionnelle']",4.0,['Relaxé(e)'],Non,"Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je n’ai plus rien d’intéressant dans le fil",4,Oui,Diminue,Rarement,Tous les soirs,Non,Parfois,Jamais,6.0,Parfois,4.0,Je ne sais pas,,3.5,0,1,1,0,2,-1,0.25,0.5,0.0,0.5,0.0,1.0,2.25,37.5
23.0,Male,Étudiant(e),Lebanon,"['Youtube', 'Math Stack exchange']",Youtube,,30 min – 1 heure,"['Après-midi', 'Soir']",['Travail / veille professionnelle'],4.0,['Relaxé(e)'],Non,Je ne scroll pas,1,Parfois,Ne change pas,Jamais,1–2 fois par semaine,Non,Jamais,Parfois,1.0,Non,7.0,oui,Rien de tous,0.75,0,1,1,0,1,0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,8.333333333333332
